CURSO;COD_EVASAO;PERIODO;CODIGO;DEPARTAMENTO;MEDIA;SITUACAO;MATRICULA;PERIODO_INGRESSO
14102100;0;2009.2;1411190;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;6;Aprovado;302160164;2009.2
14102100;0;2009.2;1411189;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;5.1;Aprovado;302160164;2009.2
14102100;0;2009.2;1411188;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.2;Aprovado;302160164;2009.2
14102100;0;2009.2;1307150;UNID. ACAD. DE LETRAS;8.6;Aprovado;302160164;2009.2
14102100;0;2009.2;1411249;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;302160164;2009.2
14102100;1;2009.1;1307151;UNID. ACAD. DE LETRAS;2.9;Reprovado;301860317;2009.1
14102100;1;2009.1;1109035;UNID. ACAD. DE MATEMÃTICA;8.8;Aprovado;301860317;2009.1
14102100;1;2009.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;301860317;2009.1
14102100;1;2009.1;1109103;UNID. ACAD. DE MATEMÃTICA;2.5;Reprovado;301860317;2009.1
14102100;1;2009.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;301860317;2009.1
14102100;1;2009.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;2.6;Reprovado;301860317;2009.1
11124100;1;2010.2;1107131;UNID. ACAD. DE ENGENHARIA QUÃMICA;7.2;Aprovado;305161226;2010.2
11124100;1;2010.2;1109050;UNID. ACAD. DE MATEMÃTICA;5.9;Aprovado;305161226;2010.2
11124100;1;2010.2;1109035;UNID. ACAD. DE MATEMÃTICA;6.1;Aprovado;305161226;2010.2
14102100;0;2007.2;1109035;UNID. ACAD. DE MATEMÃTICA;7.8;Aprovado;296160173;2007.2
14102100;0;2007.2;1109103;UNID. ACAD. DE MATEMÃTICA;7.2;Aprovado;296160173;2007.2
14102100;0;2007.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.3;Aprovado;296160173;2007.2
14102100;0;2007.2;1307151;UNID. ACAD. DE LETRAS;8.5;Aprovado;296160173;2007.2
14102100;0;2007.2;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.4;Aprovado;296160173;2007.2
14102100;0;2007.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.7;Aprovado;296160173;2007.2
14102100;0;2006.1;1307151;UNID. ACAD. DE LETRAS;7.4;Aprovado;292860479;2006.1
14102100;0;2006.1;1109103;UNID. ACAD. DE MATEMÃTICA;5.5;Aprovado;292860479;2006.1
14102100;0;2006.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;6.8;Aprovado;292860479;2006.1
14102100;0;2006.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.6;Aprovado;292860479;2006.1
14102100;0;2006.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;6.3;Aprovado;292860479;2006.1
14102100;0;2006.1;1109035;UNID. ACAD. DE MATEMÃTICA;7;Aprovado;292860479;2006.1
11124100;0;2009.2;1105167;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.3;Aprovado;302160860;2009.2
11124100;0;2009.2;1105019;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;6.5;Aprovado;302160860;2009.2
11124100;0;2009.2;1114052;UNID. ACAD. DE ESTATÃSTICA;7.7;Aprovado;302160860;2009.2
11124100;0;2009.2;1105020;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;5.9;Aprovado;302160860;2009.2
11124100;0;2009.2;1105183;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;6;Aprovado;302160860;2009.2
11124100;0;2009.2;1113022;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;9.7;Aprovado;302160860;2009.2
14102100;0;2007.1;1109103;UNID. ACAD. DE MATEMÃTICA;5.1;Aprovado;295860176;2007.1
14102100;0;2007.1;1307151;UNID. ACAD. DE LETRAS;8.9;Aprovado;295860176;2007.1
14102100;0;2007.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.1;Aprovado;295860176;2007.1
14102100;0;2007.1;1109035;UNID. ACAD. DE MATEMÃTICA;7;Aprovado;295860176;2007.1
14102100;0;2007.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.4;Aprovado;295860176;2007.1
14102100;0;2007.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.5;Aprovado;295860176;2007.1
11124100;0;2006.1;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.5;Aprovado;292861733;2006.1
11124100;0;2006.1;1107131;UNID. ACAD. DE ENGENHARIA QUÃMICA;9.6;Aprovado;292861733;2006.1
11124100;0;2006.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;8.1;Aprovado;292861733;2006.1
11124100;0;2006.1;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;5.5;Aprovado;292861733;2006.1
11124100;0;2006.1;1109035;UNID. ACAD. DE MATEMÃTICA;5.7;Aprovado;292861733;2006.1
11124100;0;2006.1;1411001;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.6;Aprovado;292861733;2006.1
11124100;0;2006.1;1109050;UNID. ACAD. DE MATEMÃTICA;5.5;Aprovado;292861733;2006.1
11124100;0;2006.1;1109035;UNID. ACAD. DE MATEMÃTICA;1.7;Reprovado;292861739;2006.1
11124100;0;2006.1;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;7.6;Aprovado;292861739;2006.1
11124100;0;2006.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;6.2;Aprovado;292861739;2006.1
11124100;0;2006.1;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.3;Aprovado;292861739;2006.1
11124100;0;2006.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;7.7;Aprovado;292861739;2006.1
11124100;0;2006.1;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;9;Aprovado;292861739;2006.1
11124100;0;2006.1;1109050;UNID. ACAD. DE MATEMÃTICA;0.5;Reprovado;292861739;2006.1
11124100;0;2009.1;1105314;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;9.1;Aprovado;301861673;2009.1
11124100;0;2009.1;1404026;UNID. ACAD. DE ENGENHARIA ELÃ‰TRICA;8;Aprovado;301861673;2009.1
11124100;0;2009.1;1105161;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.7;Aprovado;301861673;2009.1
11124100;0;2009.1;1114052;UNID. ACAD. DE ESTATÃSTICA;6.3;Aprovado;301861673;2009.1
11124100;0;2009.1;1105159;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.8;Aprovado;301861673;2009.1
11124100;0;2009.1;1105164;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7;Aprovado;301861673;2009.1
11124100;0;2011.1;1105183;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.5;Aprovado;307861778;2011.1
11124100;0;2011.1;1105019;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;5.2;Aprovado;307861778;2011.1
11124100;0;2011.1;1105021;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;5.8;Aprovado;307861778;2011.1
11124100;0;2011.1;1105167;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.3;Aprovado;307861778;2011.1
14102100;1;2011.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;3.7;Reprovado;307860512;2011.1
14102100;1;2011.1;1109035;UNID. ACAD. DE MATEMÃTICA;0.2;Reprovado;307860512;2011.1
14102100;1;2011.1;1109103;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;307860512;2011.1
14102100;1;2011.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;3.4;Reprovado;307860512;2011.1
14102100;1;2011.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;307860512;2011.1
14102100;0;2007.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9;Aprovado;295861433;2007.1
14102100;0;2007.1;1307151;UNID. ACAD. DE LETRAS;9.2;Aprovado;295861433;2007.1
14102100;0;2007.1;1109103;UNID. ACAD. DE MATEMÃTICA;3.7;Reprovado;295861433;2007.1
14102100;0;2007.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.8;Aprovado;295861433;2007.1
14102100;0;2007.1;1109035;UNID. ACAD. DE MATEMÃTICA;7.5;Aprovado;295861433;2007.1
14102100;0;2007.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.3;Aprovado;295861433;2007.1
14102100;0;2008.2;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8;Aprovado;299161187;2008.2
14102100;0;2008.2;1109035;UNID. ACAD. DE MATEMÃTICA;5.6;Aprovado;299161187;2008.2
14102100;0;2008.2;1109103;UNID. ACAD. DE MATEMÃTICA;7;Aprovado;299161187;2008.2
14102100;0;2008.2;1307151;UNID. ACAD. DE LETRAS;7.5;Aprovado;299161187;2008.2
14102100;0;2008.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;3.2;Reprovado;299161187;2008.2
14102100;0;2008.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;5.6;Aprovado;299161187;2008.2
14102100;0;2007.1;1307151;UNID. ACAD. DE LETRAS;8.4;Aprovado;295860215;2007.1
14102100;0;2007.1;1109035;UNID. ACAD. DE MATEMÃTICA;7;Aprovado;295860215;2007.1
14102100;0;2007.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.8;Aprovado;295860215;2007.1
14102100;0;2007.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.7;Aprovado;295860215;2007.1
14102100;0;2007.1;1109103;UNID. ACAD. DE MATEMÃTICA;7.4;Aprovado;295860215;2007.1
14102100;0;2007.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.1;Aprovado;295860215;2007.1
11124100;0;2008.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;0;Reprovado por Falta;298860983;2008.1
11124100;0;2008.1;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;9;Aprovado;298860983;2008.1
11124100;0;2008.1;1108029;UNID. ACAD. DE FÃSICA;0;Reprovado por Falta;298860983;2008.1
11124100;0;2008.1;1108024;UNID. ACAD. DE FÃSICA;0;Reprovado por Falta;298860983;2008.1
11124100;0;2008.1;1108025;UNID. ACAD. DE FÃSICA;4.5;Reprovado;298860983;2008.1
11124100;0;2008.1;1109010;UNID. ACAD. DE MATEMÃTICA;7.4;Aprovado;298860983;2008.1
11124100;0;2008.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;0;Reprovado por Falta;298860983;2008.1
11124100;0;2009.2;1105162;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7;Aprovado;302160962;2009.2
11124100;0;2009.2;1105164;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;5;Aprovado;302160962;2009.2
11124100;0;2009.2;1113015;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;10;Aprovado;302160962;2009.2
11124100;0;2009.2;1105161;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.2;Aprovado;302160962;2009.2
11124100;0;2009.2;1108025;UNID. ACAD. DE FÃSICA;7.5;Aprovado;302160962;2009.2
11124100;0;2009.2;1108024;UNID. ACAD. DE FÃSICA;7.7;Aprovado;302160962;2009.2
14102100;0;2006.1;1109103;UNID. ACAD. DE MATEMÃTICA;5.1;Aprovado;292860491;2006.1
14102100;0;2006.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.1;Aprovado;292860491;2006.1
14102100;0;2006.1;1307151;UNID. ACAD. DE LETRAS;8.7;Aprovado;292860491;2006.1
14102100;0;2006.1;1109035;UNID. ACAD. DE MATEMÃTICA;5.4;Aprovado;292860491;2006.1
14102100;0;2006.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.8;Aprovado;292860491;2006.1
14102100;0;2006.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.3;Aprovado;292860491;2006.1
11124100;0;2008.2;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;5.7;Aprovado;299161208;2008.2
11124100;0;2008.2;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8.8;Aprovado;299161208;2008.2
11124100;0;2008.2;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;7.1;Aprovado;299161208;2008.2
11124100;0;2008.2;1109050;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;299161208;2008.2
11124100;0;2008.2;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;0;Reprovado por Falta;299161208;2008.2
11124100;0;2008.2;1109035;UNID. ACAD. DE MATEMÃTICA;0.2;Reprovado;299161208;2008.2
11124100;0;2008.2;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;0;Reprovado por Falta;299161208;2008.2
11124100;0;2009.1;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;9.5;Aprovado;301862726;2009.1
11124100;0;2009.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;9.5;Aprovado;301862726;2009.1
11124100;0;2009.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;9.7;Aprovado;301862726;2009.1
11124100;0;2009.1;1109035;UNID. ACAD. DE MATEMÃTICA;7.6;Aprovado;301862726;2009.1
11124100;0;2009.1;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.2;Aprovado;301862726;2009.1
11124100;0;2009.1;1303021;UNID. ACAD. DE ECONOMIA E FINANCAS;9.6;Aprovado;301862726;2009.1
11124100;0;2009.1;1107131;UNID. ACAD. DE ENGENHARIA QUÃMICA;7.4;Aprovado;301862726;2009.1
14102100;0;2006.2;1307151;UNID. ACAD. DE LETRAS;9.2;Aprovado;293160566;2006.2
14102100;0;2006.2;1109035;UNID. ACAD. DE MATEMÃTICA;5.6;Aprovado;293160566;2006.2
14102100;0;2006.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7;Aprovado;293160566;2006.2
14102100;0;2006.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.3;Aprovado;293160566;2006.2
11124100;0;2006.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1109035;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1109050;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;0;Reprovado por Falta;292861778;2006.1
11124100;0;2006.1;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;0;Reprovado por Falta;292861778;2006.1
11124100;0;2007.2;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;4.1;Reprovado;296161055;2007.2
11124100;0;2007.2;1109035;UNID. ACAD. DE MATEMÃTICA;2.9;Reprovado;296161055;2007.2
11124100;0;2007.2;1109050;UNID. ACAD. DE MATEMÃTICA;2;Reprovado;296161055;2007.2
11124100;0;2007.2;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;7;Aprovado;296161055;2007.2
11124100;0;2007.2;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;7.5;Aprovado;296161055;2007.2
11124100;0;2007.2;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;9.2;Aprovado;296161055;2007.2
11124100;0;2007.2;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.8;Aprovado;296161055;2007.2
14102100;0;2008.2;1307151;UNID. ACAD. DE LETRAS;7.6;Aprovado;299160977;2008.2
14102100;0;2008.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.7;Aprovado;299160977;2008.2
14102100;0;2008.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.2;Aprovado;299160977;2008.2
14102100;0;2008.2;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9.6;Aprovado;299160977;2008.2
14102100;0;2008.2;1109035;UNID. ACAD. DE MATEMÃTICA;8.9;Aprovado;299160977;2008.2
14102100;0;2008.2;1109103;UNID. ACAD. DE MATEMÃTICA;9.2;Aprovado;299160977;2008.2
11124100;0;2008.2;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;9;Aprovado;299160956;2008.2
11124100;0;2008.2;1109035;UNID. ACAD. DE MATEMÃTICA;7.4;Aprovado;299160956;2008.2
11124100;0;2008.2;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;5;Aprovado;299160956;2008.2
11124100;0;2008.2;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;9;Aprovado;299160956;2008.2
11124100;0;2008.2;1109050;UNID. ACAD. DE MATEMÃTICA;9.4;Aprovado;299160956;2008.2
11124100;0;2008.2;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8.3;Aprovado;299160956;2008.2
14102100;0;2010.1;1114114;UNID. ACAD. DE ESTATÃSTICA;6.8;Aprovado;304860404;2010.1
14102100;0;2010.1;1411187;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;5.7;Aprovado;304860404;2010.1
14102100;0;2010.1;1411182;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.4;Aprovado;304860404;2010.1
14102100;0;2010.1;1411177;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.3;Aprovado;304860404;2010.1
14102100;0;2010.1;1411266;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.4;Aprovado;304860404;2010.1
14102100;0;2010.1;1411175;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.4;Aprovado;304860404;2010.1
11124100;0;2011.1;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;7.6;Aprovado;307861811;2011.1
11124100;0;2011.1;1108024;UNID. ACAD. DE FÃSICA;7.1;Aprovado;307861811;2011.1
11124100;0;2011.1;1105188;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7;Aprovado;307861811;2011.1
11124100;0;2011.1;1108025;UNID. ACAD. DE FÃSICA;3.7;Reprovado;307861811;2011.1
11124100;0;2011.1;1105021;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;6.2;Aprovado;307861811;2011.1
11124100;0;2011.1;1105186;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.7;Aprovado;307861811;2011.1
11124100;0;2011.1;1105025;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8;Aprovado;307861811;2011.1
14102100;0;2009.1;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;301860326;2009.1
14102100;0;2009.1;1109103;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;301860326;2009.1
14102100;0;2009.1;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;1.6;Reprovado;301860326;2009.1
14102100;0;2009.1;1109035;UNID. ACAD. DE MATEMÃTICA;2;Reprovado;301860326;2009.1
14102100;0;2009.1;1307151;UNID. ACAD. DE LETRAS;6.6;Aprovado;301860326;2009.1
14102100;0;2009.1;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;3;Reprovado;301860326;2009.1
14102100;1;2010.1;1305219;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;7;Aprovado;304860509;2010.1
14102100;1;2010.1;1411192;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.8;Aprovado;304860509;2010.1
14102100;1;2010.1;1411238;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9;Aprovado;304860509;2010.1
14102100;1;2010.1;1411188;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;2.7;Reprovado;304860509;2010.1
14102100;1;2010.1;1411201;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.6;Aprovado;304860509;2010.1
14102100;1;2010.1;1411203;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.5;Aprovado;304860509;2010.1
14102100;1;2007.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0.7;Reprovado;296160185;2007.2
14102100;1;2007.2;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;296160185;2007.2
14102100;1;2007.2;1109103;UNID. ACAD. DE MATEMÃTICA;0.1;Reprovado;296160185;2007.2
14102100;1;2007.2;1307151;UNID. ACAD. DE LETRAS;0;Reprovado por Falta;296160185;2007.2
14102100;1;2007.2;1109035;UNID. ACAD. DE MATEMÃTICA;0;Reprovado por Falta;296160185;2007.2
14102100;1;2007.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;0;Reprovado por Falta;296160185;2007.2
11124100;0;2007.1;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;7.2;Aprovado;295861880;2007.1
11124100;0;2007.1;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;9.8;Aprovado;295861880;2007.1
11124100;0;2007.1;1107131;UNID. ACAD. DE ENGENHARIA QUÃMICA;8.7;Aprovado;295861880;2007.1
11124100;0;2007.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;10;Aprovado;295861880;2007.1
11124100;0;2007.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.5;Aprovado;295861880;2007.1
11124100;0;2008.1;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;9.8;Aprovado;298860971;2008.1
11124100;0;2008.1;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.5;Aprovado;298860971;2008.1
11124100;0;2008.1;1109035;UNID. ACAD. DE MATEMÃTICA;8.7;Aprovado;298860971;2008.1
11124100;0;2008.1;1411001;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.5;Aprovado;298860971;2008.1
11124100;0;2008.1;1109050;UNID. ACAD. DE MATEMÃTICA;8.3;Aprovado;298860971;2008.1
11124100;0;2008.1;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;10;Aprovado;298860971;2008.1
11124100;0;2006.2;1105155;UNID. ACAD. DE ENGENHARIA DE PRODUÃ‡ÃƒO;8.3;Aprovado;293162171;2006.2
11124100;0;2006.2;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;7.8;Aprovado;293162171;2006.2
11124100;0;2006.2;1305033;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.5;Aprovado;293162171;2006.2
11124100;0;2006.2;1109050;UNID. ACAD. DE MATEMÃTICA;5.9;Aprovado;293162171;2006.2
11124100;0;2006.2;1109035;UNID. ACAD. DE MATEMÃTICA;6.9;Aprovado;293162171;2006.2
11124100;0;2006.2;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;5;Aprovado;293162171;2006.2
11124100;0;2006.2;1105301;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;9;Aprovado;293162171;2006.2
14102100;0;2006.2;1411167;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.9;Aprovado;293161913;2006.2
14102100;0;2006.2;1307151;UNID. ACAD. DE LETRAS;7.5;Aprovado;293161913;2006.2
14102100;0;2006.2;1109103;UNID. ACAD. DE MATEMÃTICA;5.9;Aprovado;293161913;2006.2
14102100;0;2006.2;1109035;UNID. ACAD. DE MATEMÃTICA;5.8;Aprovado;293161913;2006.2
14102100;0;2006.2;1411174;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;7.4;Aprovado;293161913;2006.2
14102100;0;2006.2;1411180;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;8.1;Aprovado;293161913;2006.2
11124100;0;2006.2;1105185;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;7.3;Aprovado;293161823;2006.2
11124100;0;2006.2;1105202;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;9;Aprovado;293161823;2006.2
11124100;0;2006.2;1105188;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8.2;Aprovado;293161823;2006.2
11124100;0;2006.2;1503070;UNID. ACAD. DE ENGENHARIA CIVIL;7.5;Aprovado;293161823;2006.2
11124100;0;2006.2;1105186;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;1.1;Reprovado;293161823;2006.2
11124100;0;2006.2;1105021;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8;Aprovado;293161823;2006.2
11124100;0;2006.2;1105189;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;8;Aprovado;293161823;2006.2
11124100;0;2009.1;1105161;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;6;Aprovado;301862951;2009.1
11124100;0;2009.1;1105020;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;3.3;Reprovado;301862951;2009.1
11124100;0;2009.1;1303021;UNID. ACAD. DE ECONOMIA E FINANCAS;7.7;Aprovado;301862951;2009.1
11124100;0;2009.1;1105159;UNID. ACAD. DE ENGENHARIA MECÃ‚NICA;3.5;Reprovado;301862951;2009.1
14102100;0;2010.1;1305220;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;9.3;Aprovado;304860278;2010.1
14102100;0;2010.1;1411193;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;2.6;Reprovado;304860278;2010.1
14102100;0;2010.1;1411173;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;5.9;Aprovado;304860278;2010.1
14102100;0;2010.1;1109053;UNID. ACAD. DE MATEMÃTICA;6;Aprovado;304860278;2010.1
14102100;0;2010.1;1411238;UNID. ACAD. DE SISTEMAS E COMPUTAÃ‡ÃƒO;9;Aprovado;304860278;2010.1
11124100;0;2007.2;1305036;UNID. ACAD. DE SOCIOLOGIA E ANTROPOLOGIA;8.7;Aprovado;296160785;2007.2
